Id,name,Age,nationality,club,league,euro_wage,networth,score_of_100
183453,P. Oniangué,28,Congo,Wolverhampton Wanderers,English Championship,35000,1800000,70
201374,Fernández,27,Spain,Córdoba CF,Spanish Segunda División,8000,1600000,70
202910,D. Mitov Nilsson,26,FYR Macedonia,IFK Norrköping,Swedish Allsvenskan,4000,1500000,70
212126,N. Ninković,22,Serbia,Empoli,Italian Serie B,18000,2600000,70
173470,C. Leitgeb,32,Austria,FC Red Bull Salzburg,Austrian Bundesliga,22000,1300000,70
225951,D. Bouanga,22,Gabon,FC Lorient,French Ligue 2,6000,2700000,70
198560,Carlos Ruiz,33,Spain,CD Tenerife,Spanish Segunda División,6000,725000,70
211872,P. Heise,26,Germany,SG Dynamo Dresden,German 2. Bundesliga,10000,1800000,70
214944,Gerard,22,Spain,CD Leganés,Spanish Primera División,14000,2400000,70
204449,S. Marzo,26,Belgium,Sporting Lokeren,Belgian First Division A,10000,1800000,70
204450,P. Diamanka,27,Senegal,CD Numancia,Spanish Segunda División,8000,2000000,70
213666,R. Loftus-Cheek,21,England,Crystal Palace,English Premier League,27000,3900000,70
215970,B. Bolingoli,22,Belgium,SK Rapid Wien,Austrian Bundesliga,13000,2100000,70
187042,A. Konradsen,26,Norway,Rosenborg BK,Norwegian Eliteserien,6000,2100000,70
198819,K. Bérigaud,29,France,Montpellier Hérault SC,French Ligue 1,20000,1800000,70
140451,M. Kightly,31,England,Southend United,English League One,8000,1600000,70
159907,A. Adanuy,33,Chile,CD Huachipato,Chilian Primera División,5000,900000,70
170915,Sastre,31,Spain,SD Huesca,Spanish Segunda División,6000,1200000,70
189603,M. Morys,30,Germany,VfR Aalen,German 3. Liga,1000,1700000,70
126883,A. Durak,30,Turkey,Kasimpaşa SK,Turkish Süper Lig,11000,1600000,70
198564,Jona,28,Honduras,Córdoba CF,Spanish Segunda División,10000,1800000,70
202148,A. Khalili,25,Sweden,Gençlerbirliği SK,Turkish Süper Lig,13000,2200000,70
161700,F. Clerc,34,France,GFC Ajaccio,French Ligue 2,6000,500000,70
51620,C. Varrault,37,France,Dijon FCO,French Ligue 1,9000,240000,70
209317,P. Vlachodimos,25,Greece,Nîmes Olympique,French Ligue 2,4000,2200000,70
216229,R. Dugimont,31,France,Clermont Foot 63,French Ligue 2,6000,1600000,70
235173,I. Sangaré,19,Ivory Coast,Toulouse FC,French Ligue 1,10000,2700000,70
192165,Paulinho,31,Brazil,BK Häcken,Swedish Allsvenskan,5000,1600000,70
204966,Adrián Ortolá,23,Spain,FC Barcelona,Spanish Primera División,47000,2000000,70
160166,E. Lueiza,29,Chile,Club de Deportes Temuco,Chilian Primera División,3000,1400000,70
232870,N. Ueda,22,Japan,Kashima Antlers,Japanese J1 League,8000,2300000,70
194726,J. Ahlmann,26,Denmark,Aalborg BK,Danish Superliga,10000,1800000,70
213159,G. Morozov,23,Russia,Dinamo Moscow,Russian Premier League,18000,2100000,70
234151,David Carmona,20,Spain,Sevilla Atlético,Spanish Segunda División,4000,3500000,70
235943,Rafa Navarro,23,Spain,Real Betis Balompié,Spanish Primera División,13000,2300000,70
211880,M. Welzmüller,27,Germany,VfR Aalen,German 3. Liga,1000,1500000,70
211881,Q. Moll,26,Germany,Eintracht Braunschweig,German 2. Bundesliga,16000,1800000,70
213930,P. Budkivskyi,25,Ukraine,KV Kortrijk,Belgian First Division A,12000,2300000,70
223402,E. Taşdemir,21,Turkey,Bursaspor,Turkish Süper Lig,9000,2100000,70
187818,A. Borysiuk,25,Poland,Queens Park Rangers,English Championship,18000,1900000,70
188586,J. Flum,29,Germany,FC St. Pauli,German 2. Bundesliga,13000,1400000,70
200107,R. Bonevacia,25,Curacao,Western Sydney Wanderers,Australian A-League,7000,2200000,70
136875,B. Lobonţ,39,Romania,Roma,Italian Serie A,16000,120000,70
207531,S. Thesker,26,Germany,FC Twente,Holland Eredivisie,8000,1800000,70
232619,K. Shibasaki,32,Japan,Sanfrecce Hiroshima,Japanese J1 League,10000,1400000,70
240043,F. Manojlović,21,Serbia,Getafe CF,Spanish Primera División,8000,2100000,70
216492,G. Oboabona,26,Nigeria,Al Ahli,Saudi Professional League,24000,1800000,70
224428,F. Otero Tovar,22,Colombia,Estudiantes de La Plata,Argentinian Superliga,12000,2900000,70
169644,J. Maghoma,29,DR Congo,Birmingham City,English Championship,21000,1700000,70
219566,F. Friday,22,Nigeria,AZ Alkmaar,Holland Eredivisie,8000,2500000,70
214191,R. Perez,27,Colombia,CPD Junior Barranquilla,Colombian Primera A,3000,1700000,70
214447,S. López,28,Argentina,CD Once Caldas Manizales,Colombian Primera A,2000,1800000,70
159919,F. Millados,25,Chile,Audax Italiano,Chilian Primera División,4000,1500000,70
232623,Y. Ideguchi,20,Japan,Gamba Osaka,Japanese J1 League,7000,2500000,70
168879,M. Al Shalhoub,36,Saudi Arabia,Al Hilal,Saudi Professional League,19000,600000,70
188335,A. Budimir,25,Croatia,Crotone,Italian Serie A,24000,2200000,70
204464,J. Ralls,23,England,Cardiff City,English Championship,18000,2500000,70
157617,M. Steinhöfer,31,Germany,SV Darmstadt 98,German 2. Bundesliga,16000,1200000,70
223921,D. Kolovos,24,Greece,KV Mechelen,Belgian First Division A,10000,2300000,70
159921,R. Abarsola,33,Chile,Unión Española,Chilian Primera División,4000,675000,70
160177,H. Galdamos,25,Chile,Santiago Wanderers,Chilian Primera División,4000,1500000,70
124337,A. Turan,33,Turkey,Atiker Konyaspor,Turkish Süper Lig,12000,725000,70
204210,F. Gardoş,28,Romania,Southampton,English Premier League,45000,1400000,70
208306,M. Stępiński,22,Poland,Chievo Verona,Italian Serie A,16000,2500000,70
225970,A. Gnoukouri,20,Ivory Coast,Inter,Italian Serie A,29000,2800000,70
184242,F. Ojo,25,Belgium,Scunthorpe United,English League One,9000,2100000,70
211635,Jeong Woon,28,Korea Republic,Jeju United FC,Korean K League Classic,6000,1800000,70
215987,F. Oreja,35,Argentina,Gimnasia y Esgrima La Plata,Argentinian Superliga,7000,375000,70
224179,Borja Iglesias,24,Spain,Real Zaragoza,Spanish Segunda División,15000,2500000,70
167603,A. Ryazantsev,30,Russia,Amkar Perm,Russian Premier League,37000,1700000,70
202164,P. Kitchen,25,United States,Randers FC,Danish Superliga,9000,2000000,70
208052,A. Yiadom,25,Ghana,Barnsley,English Championship,8000,1800000,70
209332,M. Salvi,23,Switzerland,FC Basel,Swiss Super League,15000,2200000,70
229556,Allano,22,Brazil,Estoril Praia,Portuguese Primeira Liga,7000,2600000,70
232884,S. Doi,25,Japan,Kashima Antlers,Japanese J1 League,9000,2200000,70
203445,B. Kessel,29,Germany,1. FC Kaiserslautern,German 2. Bundesliga,10000,1300000,70
209333,C. Maxwell,26,Wales,Preston North End,English Championship,8000,1500000,70
221621,S. Birnbaum,26,United States,D.C. United,USA Major League Soccer,6000,1700000,70
159925,I. Modonza,25,Chile,Audax Italiano,Chilian Primera División,4000,1500000,70
202678,J. Risdon,24,Australia,Western Sydney Wanderers,Australian A-League,6000,2000000,70
210358,A. Brignoli,25,Italy,Benevento Calcio,Italian Serie A,39000,1500000,70
223926,S. Bastien,20,Belgium,Chievo Verona,Italian Serie A,10000,2900000,70
160182,H. Sepulveño,29,Chile,Everton de Viña del Mar,Chilian Primera División,3000,1200000,70
231862,L. Castro,25,Colombia,Independiente Medellín,Colombian Primera A,4000,2300000,70
171190,Nauzet Alemán,32,Spain,UD Almería,Spanish Segunda División,8000,1400000,70
8631,Ricardo Pessoa,35,Portugal,Portimonense SC,Portuguese Primeira Liga,5000,375000,70
199352,S. Çinaz,31,Turkey,Kayserispor,Turkish Süper Lig,10000,1200000,70
224440,J. Pollersbeck,22,Germany,Hamburger SV,German Bundesliga,14000,2200000,70
183736,D. Marcellis,29,Netherlands,PEC Zwolle,Holland Eredivisie,8000,1400000,70
205753,E. Salli,24,Cameroon,1. FC Nürnberg,German 2. Bundesliga,9000,2300000,70
212409,A. Rentería,24,Colombia,Atletico Nacional Medellin,Colombian Primera A,8000,2400000,70
220089,S. Dursun,25,Turkey,Antalyaspor,Turkish Süper Lig,12000,1800000,70
224953,André Moreira,21,Portugal,SC Braga,Portuguese Primeira Liga,16000,2000000,70
201146,Errasti,29,Spain,AD Alcorcón,Spanish Segunda División,8000,1400000,70
204474,Dani Nieto,26,Spain,CD Numancia,Spanish Segunda División,8000,2100000,70
221370,M. Al Buraik,24,Saudi Arabia,Al Hilal,Saudi Professional League,20000,2000000,70
224442,B. Kamara,20,France,RC Strasbourg,French Ligue 1,9000,2400000,70
231866,Rodrigo,21,Spain,Villarreal CF,Spanish Primera División,16000,2700000,70
188602,W. Rémy,26,France,Montpellier Hérault SC,French Ligue 1,16000,1900000,70
195258,L. Schmitz,28,Germany,Fortuna Düsseldorf,German 2. Bundesliga,18000,1400000,70
198331,M. Vydra,25,Czech Republic,Derby County,English Championship,38000,2300000,70
204731,Joãozinho,27,Portugal,Tondela,Portuguese Primeira Liga,5000,1500000,70
177083,R. Strauß,30,Germany,1. FC Heidenheim,German 2. Bundesliga,13000,1300000,70
193467,Morcillo,31,Spain,UD Almería,Spanish Segunda División,7000,1200000,70
212156,S. Rincón,23,Colombia,Vitória Guimarães,Portuguese Primeira Liga,7000,2500000,70
169404,J. Fejzić,31,Bosnia Herzegovina,Eintracht Braunschweig,German 2. Bundesliga,13000,1100000,70
198589,G. Garza,25,United States,Atlanta United FC,USA Major League Soccer,14000,1700000,70
207805,L. Sadiku,25,Kosovo,Kasimpaşa SK,Turkish Süper Lig,10000,1800000,70
222397,M. Risso,29,Uruguay,Club Atlético Huracán,Argentinian Superliga,10000,1400000,70
224189,Y. Barbet,24,France,Brentford,English Championship,23000,2100000,70
160189,D. Artuago,29,Chile,Unión Española,Chilian Primera División,5000,1700000,70
232381,Wesley,20,Brazil,Club Brugge KV,Belgian First Division A,14000,2900000,70
189885,C. Noone,29,England,Bolton Wanderers,English Championship,26000,1700000,70
220862,J. Hugill,25,England,Preston North End,English Championship,12000,2300000,70
232894,T. Iwanami,23,Japan,Vissel Kobe,Japanese J1 League,5000,2100000,70
181694,J. Carrasso,29,France,Stade de Reims,French Ligue 2,6000,1200000,70
202175,M. Vilhjálmsson,30,Iceland,Rosenborg BK,Norwegian Eliteserien,7000,1700000,70
229055,S. Aytaç,25,Turkey,Antalyaspor,Turkish Süper Lig,12000,1900000,70
230335,Wagner Orsinho,29,Brazil,Coritiba Foot Ball Club,Campeonato Brasileiro Série A,15000,1300000,70
188607,R. Salinas,29,Mexico,Deportivo Toluca,Mexican Liga MX,15000,1300000,70
158912,M. Schneuwly,32,Switzerland,FC Sion,Swiss Super League,16000,1400000,70
236480,Y. Bissouma,20,Mali,LOSC Lille,French Ligue 1,21000,2800000,70
221890,J. Fulton,23,Scotland,Swansea City,English Premier League,32000,2700000,70
228546,Omar Perdomo,23,Spain,Gimnàstic de Tarragona,Spanish Segunda División,8000,2400000,70
195010,Y. Godzyur,32,Ukraine,FC Ural,Russian Premier League,17000,1000000,70
221891,U. Vitas,24,Serbia,KV Mechelen,Belgian First Division A,9000,2000000,70
166851,K. Árnason,34,Iceland,Aberdeen,Scottish Premiership,6000,550000,70
110787,Borja Fernández,36,Spain,Real Valladolid,Spanish Segunda División,5000,240000,70
190915,K. Wilczek,29,Poland,Brøndby IF,Danish Superliga,16000,1800000,70
219844,F. Bellocq,23,Argentina,Bahía Blanca,Argentinian Superliga,12000,2100000,70
230340,Luisinho Conradi,29,Brazil,Grêmio Foot-Ball Porto Alegrense,Campeonato Brasileiro Série A,16000,1300000,70
235716,J. Angulo,27,Ecuador,Club Atlético Huracán,Argentinian Superliga,10000,1900000,70
201925,K. Kraus,24,Germany,1. FC Heidenheim,German 2. Bundesliga,11000,2000000,70
220357,J. Ba Jandouh,24,Saudi Arabia,Al Ittihad,Saudi Professional League,20000,1800000,70
226757,M. Escudero,28,Argentina,San Martín de San Juan,Argentinian Superliga,8000,1600000,70
181445,R. Bengtsson,31,Sweden,Malmö FF,Swedish Allsvenskan,5000,1200000,70
189893,L. Del Prete,31,Italy,Perugia,Italian Serie B,4000,1200000,70
206534,P. Bamford,23,England,Middlesbrough,English Championship,13000,2500000,70
215495,B. Ndoye,23,Senegal,FC Sion,Swiss Super League,11000,2400000,70
217287,J. De Sart,22,Belgium,SV Zulte-Waregem,Belgian First Division A,10000,2100000,70
167111,D. Belorukov,34,Russia,Amkar Perm,Russian Premier League,21000,550000,70
186567,K. Adenon,31,Benin,Amiens SC Football,French Ligue 1,13000,1200000,70
205512,André Micael,28,Portugal,Moreirense FC,Portuguese Primeira Liga,5000,1400000,70
229064,J. Rassoul,21,Senegal,Sporting Lokeren,Belgian First Division A,8000,2300000,70
195272,M. Faraoni,25,Italy,Crotone,Italian Serie A,9000,1800000,70
208585,A. Ngando,23,France,Göztepe,Turkish Süper Lig,12000,2500000,70
146121,David Barral,34,Spain,Cádiz C.F.,Spanish Segunda División,7000,925000,70
176841,L. Jutkiewicz,28,England,Birmingham City,English Championship,23000,1800000,70
187337,G. Molins,28,Sweden,Panathinaikos FC,Greek Super League,1000,1800000,70
160202,J. Baiva,25,Chile,Club de Deportes Temuco,Chilian Primera División,3000,1500000,70
175818,T. De Sutter,31,Belgium,Sporting Lokeren,Belgian First Division A,12000,1600000,70
184010,M. Abdellaoue,31,Norway,Vålerenga Fotball,Norwegian Eliteserien,5000,1600000,70
221643,Kim Do Hyeok,25,Korea Republic,Incheon United FC,Korean K League Classic,5000,2300000,70
177100,T. Werner,31,Germany,1. FC Nürnberg,German 2. Bundesliga,17000,1600000,70
195020,D. Davis,26,England,Birmingham City,English Championship,21000,2100000,70
201165,S. Bryzgalov,24,Russia,FC Anzhi Makhachkala,Russian Premier League,13000,2000000,70
146637,Dani Giménez,33,Spain,Real Betis Balompié,Spanish Primera División,12000,900000,70
228813,Aleix García,20,Spain,Girona CF,Spanish Primera División,51000,3100000,70
234957,Platiny,26,Brazil,Grupo Desportivo de Chaves,Portuguese Primeira Liga,7000,2200000,70
239053,F. Valverde,18,Uruguay,RC Deportivo de La Coruña,Spanish Primera División,44000,3600000,70
183245,Kadu,30,Brazil,Göztepe,Turkish Süper Lig,12000,1300000,70
184781,D. Petrić,29,Serbia,En Avant de Guingamp,French Ligue 1,13000,1200000,70
192205,R. Krhin,27,Slovenia,FC Nantes,French Ligue 1,7000,1700000,70
205518,Y. Croizet,25,France,KV Mechelen,Belgian First Division A,11000,2200000,70
173518,T. Clarke,29,England,Preston North End,English Championship,11000,1400000,70
122574,S. Whittaker,33,Scotland,Hibernian,Scottish Premiership,6000,675000,70
189646,Paulo Miranda,28,Brazil,FC Red Bull Salzburg,Austrian Bundesliga,21000,1600000,70
202703,O. Vaněk,26,Czech Republic,FC Ufa,Russian Premier League,19000,1900000,70
213711,A. Rocha,24,Mexico,Monarcas Morelia,Mexican Liga MX,8000,2400000,70
215247,M. Ingvartsen,21,Denmark,KRC Genk,Belgian First Division A,10000,2600000,70
216015,N. Moiraghi,32,Argentina,Asociacion Deportivo Cali,Colombian Primera A,3000,1000000,70
224719,A. Tashaev,23,Russia,Dinamo Moscow,Russian Premier League,20000,2400000,70
206544,R. Bezus,26,Ukraine,Sint-Truidense VV,Belgian First Division A,10000,2100000,70
156368,M. Molina,37,Colombia,Independiente Medellín,Colombian Primera A,3000,600000,70
157392,B. Assou-Ekotto,33,Cameroon,FC Metz,French Ligue 1,10000,675000,70
241104,I. Firer,32,Slovenia,AJ Auxerre,French Ligue 2,7000,1400000,70
204497,K. Stöger,23,Austria,VfL Bochum,German 2. Bundesliga,12000,2400000,70
210385,Rui Silva,23,Portugal,Granada CF,Spanish Segunda División,5000,1800000,70
223697,R. Gosens,22,Germany,Atalanta,Italian Serie A,15000,2000000,70
229585,M. Degenek,23,Australia,Yokohama F. Marinos,Japanese J1 League,6000,2100000,70
179665,A. Pilkington,29,Republic of Ireland,Cardiff City,English Championship,23000,1800000,70
189905,M. Budziński,26,Poland,Melbourne City,Australian A-League,10000,2100000,70
210386,K. Peterson,22,Sweden,Heracles Almelo,Holland Eredivisie,8000,2400000,70
160210,R. Tramos,29,Chile,Curicó Unido,Chilian Primera División,4000,1700000,70
169938,Hugo Vieira,28,Portugal,Yokohama F. Marinos,Japanese J1 League,9000,1800000,70
187602,S. Parshivlyuk,28,Russia,FC Rostov,Russian Premier League,22000,1400000,70
200915,D. Yılmaz,29,Azerbaijan,Bursaspor,Turkish Süper Lig,15000,1800000,70
214483,C. Arboleda,31,Colombia,Independiente Santa Fe,Colombian Primera A,4000,1600000,70
226515,Andrei Girotto,25,Brazil,FC Nantes,French Ligue 1,14000,1900000,70
123603,H. Campagnaro,37,Argentina,Pescara,Italian Serie B,3000,240000,70
158676,W. Kvist,32,Denmark,FC København,Danish Superliga,15000,1300000,70
51412,T. Cahill,37,Australia,Melbourne City,Australian A-League,7000,600000,70
234966,S. Hernández,30,Colombia,CPD Junior Barranquilla,Colombian Primera A,4000,1700000,70
187350,E. Pérez,28,Mexico,Monarcas Morelia,Mexican Liga MX,15000,1400000,70
211927,Kwon Chang Hoon,23,Korea Republic,Dijon FCO,French Ligue 1,12000,2400000,70
212183,Nacho,28,Spain,Real Valladolid,Spanish Segunda División,7000,1400000,70
156375,D. Álvarez,38,Mexico,Tigres U.A.N.L.,Mexican Liga MX,29000,600000,70
159959,C. Nieldo,25,Chile,CD O'Higgins,Chilian Primera División,5000,1600000,70
234711,J. Brekalo,19,Croatia,VfB Stuttgart,German Bundesliga,21000,3100000,70
195031,J. Rojas,28,Ecuador,Talleres de Cordoba,Argentinian Superliga,23000,1800000,70
159960,G. Sagal,33,Chile,Audax Italiano,Chilian Primera División,4000,725000,70
160216,A. Saltininio,33,Chile,Audax Italiano,Chilian Primera División,5000,1100000,70
164568,W. Johnson,30,Canada,Orlando City Soccer Club,USA Major League Soccer,7000,1600000,70
198617,D. Drexler,27,Germany,Holstein Kiel,German 2. Bundesliga,10000,1900000,70
204761,G. Hall,25,England,Queens Park Rangers,English Championship,18000,1800000,70
229337,Matheus Pereira,19,Brazil,Girondins de Bordeaux,French Ligue 1,32000,3800000,70
181721,D. Bakar,28,Comoros,Tours FC,French Ligue 2,6000,1800000,70
183513,J. Grahl,28,Germany,VfB Stuttgart,German Bundesliga,14000,1400000,70
200922,S. Schipplock,28,Germany,Hamburger SV,German Bundesliga,26000,1800000,70
230362,Daguinho Parrela,33,Brazil,Sociedade Esportiva Palmeiras,Campeonato Brasileiro Série A,21000,675000,70
199131,A. Tinnerholm,26,Sweden,Malmö FF,Swedish Allsvenskan,5000,1700000,70
202459,J. Drost,24,Netherlands,FC Groningen,Holland Eredivisie,8000,2300000,70
209371,B. van Polen,31,Netherlands,PEC Zwolle,Holland Eredivisie,8000,1200000,70
229595,L. Rodríguez,20,Argentina,Estudiantes de La Plata,Argentinian Superliga,10000,3100000,70
123611,A. Mantovani,33,Italy,Novara,Italian Serie B,4000,725000,70
209372,M. Saymak,24,Netherlands,PEC Zwolle,Holland Eredivisie,7000,2300000,70
216284,F. Ballas,24,Germany,SG Dynamo Dresden,German 2. Bundesliga,9000,2000000,70
189148,J. Murphy,27,Scotland,Brighton & Hove Albion,English Premier League,31000,1900000,70
195036,S. Winnall,26,England,Derby County,English Championship,40000,2200000,70
213725,L. Phiri,22,South Africa,En Avant de Guingamp,French Ligue 1,13000,2500000,70
230365,Sérgio Espinho,33,Brazil,Grêmio Foot-Ball Porto Alegrense,Campeonato Brasileiro Série A,15000,675000,70
239581,R. Dugalić,24,Serbia,FC Tosno,Russian Premier League,13000,2000000,70
200414,I. Conté,26,Guinea,KV Oostende,Belgian First Division A,12000,2100000,70
212446,L. Garritano,23,Italy,Chievo Verona,Italian Serie A,12000,2600000,70
226271,Fabián,21,Spain,Real Betis Balompié,Spanish Primera División,11000,2300000,70
184287,M. Schönbächler,27,Switzerland,FC Zürich,Swiss Super League,12000,1900000,70
194783,N. Giannetti,26,Italy,Cagliari,Italian Serie A,35000,2200000,70
150496,D. Kumbela,33,DR Congo,Eintracht Braunschweig,German 2. Bundesliga,19000,1100000,70
220128,J. Cristaldo,28,Argentina,Vélez Sarsfield,Argentinian Superliga,23000,1800000,70
222944,Pablo Pérez,23,Spain,Real Sporting de Gijón,Spanish Segunda División,8000,2400000,70
230368,Bernardo Motinho,25,Brazil,São Paulo Futebol Clube,Campeonato Brasileiro Série A,17000,1500000,70
